1.289   0.
1.315   5.91635E-08
1.341   1.27100E-07
1.368   0.
1.397   0.
1.418   1.71065E-05
1.440   5.11074E-04
1.462   2.76582E-03
1.478   8.08827E-03
1.486   2.87356E-02
1.493   8.71147E-02
1.504   0.201449
1.515   0.438159
1.528   0.686357
1.539   0.818076
1.546   0.882073
1.551   0.911825
1.556   0.926872
1.565   0.929288
1.572   0.872747
1.577   0.856619
1.583   0.882556
1.592   0.918084
1.597   0.926654
1.602   0.907594
1.613   0.925974
1.619   0.920496
1.628   0.924198
1.633   0.923533
1.642   0.941788
1.648   0.949134
1.657   0.980658
1.659   0.993744
1.671   1.00000
1.684   0.956052
1.701   0.924116
1.715   0.982120
1.727   0.991589
1.739   0.988683
1.746   0.979168
1.751   0.968184
1.753   0.937040
1.756   0.918998
1.764   0.842264
1.775   0.667111
1.785   0.269402
1.790   0.451630
1.796   0.173062
1.803   0.107726
1.810   7.07003E-02
1.813   5.10945E-03
1.818   1.99705E-02
1.828   3.91934E-04
1.835   1.53053E-06
1.850   5.94581E-05
1.871   0.
1.893   3.05088E-05
1.914   0.
