2.290	0
2.292	0.01
2.294	0.01
2.296	0.01
2.298	0.01
2.300	0.02
2.302	0.02
2.304	0.04
2.306	0.06
2.308	0.08
2.310	0.14
2.312	0.23
2.314	0.3
2.316	0.39
2.318	0.47
2.320	0.52
2.322	0.53
2.324	0.53
2.326	0.52
2.328	0.52
2.330	0.52
2.332	0.53
2.334	0.53
2.336	0.54
2.338	0.54
2.340	0.54
2.342	0.54
2.344	0.54
2.346	0.54
2.348	0.53
2.350	0.52
2.352	0.51
2.354	0.5
2.356	0.49
2.358	0.48
2.360	0.48
2.362	0.49
2.364	0.49
2.366	0.47
2.368	0.45
2.370	0.4
2.372	0.3
2.374	0.23
2.376	0.17
2.378	0.1
2.380	0.05
2.382	0.03
2.384	0.03
2.386	0.02
2.388	0.02
2.390	0.01
2.392	0.01
2.394	0.01
2.396	0
