microns throughput
0.5505 5.843002319141665e-13
0.5515 6.381802364222842e-13
0.5525 8.230714656759171e-11
0.5535 2.4236323685731745e-10
0.5545 8.955468183633291e-13
0.5555 9.16965487104478e-13
0.5565 4.2510925284974693e-10
0.5575 9.396034267438138e-10
0.5585 8.419759322641907e-10
0.5595 8.906551120607299e-10
0.5605 3.5362464636714393e-10
0.5615 1.5191295500311049e-10
0.5625 3.1490305722494863e-10
0.5635 1.5459635380222143e-12
0.5645 1.736921916137252e-12
0.5655 1.9395116925834213e-12
0.5665 2.1206474456405982e-12
0.5675 4.2679326490187684e-10
0.5685 2.3938916151539538e-12
0.5695 2.4985401357047855e-12
0.5705 7.103705594210938e-10
0.5715 3.943141766396873e-09
0.5725 2.262290556899528e-09
0.5735 4.292727353178962e-09
0.5745 5.18028782594722e-09
0.5755 4.596204816235306e-09
0.5765 4.882593815820525e-09
0.5775 2.9739552393570876e-12
0.5785 3.0821000833281372e-12
0.5795 3.2559286051744245e-12
0.5805 3.5204502869774175e-12
0.5815 1.7032912086400295e-09
0.5825 2.6229546419747993e-09
0.5835 7.459405073548271e-10
0.5845 5.3528061833124994e-12
0.5855 1.4112456602994941e-09
0.5865 4.903164668295522e-09
0.5875 1.3488517111064298e-08
0.5885 1.1498681496727704e-09
0.5895 7.54737204553551e-09
0.5905 4.024717540361984e-09
0.5915 4.048416167773891e-09
0.5925 5.068154671843414e-09
0.5935 9.023971960017983e-12
0.5945 9.249297993206e-12
0.5955 3.444280913114662e-09
0.5965 9.588772368922876e-12
0.5975 7.988493099940824e-10
0.5985 1.2422309533433985e-08
0.5995 9.956654195286274e-12
0.6005 1.8600957251462938e-08
0.6015 1.979520778998094e-09
0.6025 7.740053914236315e-09
0.6035 5.752277410534573e-09
0.6045 2.7940064105131716e-09
0.6055 5.91307238409976e-09
0.6065 9.348589875638598e-09
0.6075 1.4984521423210504e-08
0.6085 3.4896434076519573e-09
0.6095 2.4306286851344782e-09
0.6105 1.2078728463849885e-11
0.6115 1.0882228846512526e-08
0.6125 2.5020161591594504e-09
0.6135 1.3652164080272283e-08
0.6145 1.0058906258624281e-08
0.6155 1.2113655483573605e-08
0.6165 1.1579353856929497e-08
0.6175 1.975895051046122e-08
0.6185 2.5712832437323497e-08
0.6195 1.174297286532592e-08
0.6205 2.07468156406321e-08
