microns throughput
0.5505499877929687 1.0883525334825567e-09
0.5515499877929687 9.748091890415574e-10
0.5525499877929687 1.9919374897945435e-09
0.5535499877929687 2.377787555493523e-09
0.5545499877929687 1.0902560049614259e-09
0.5555499877929687 2.508507128500659e-09
0.5565499877929687 2.6272609846947534e-09
0.5575499877929687 3.7352007342350545e-09
0.5585499877929687 2.205055387728679e-09
0.5595499877929687 1.5720784808742468e-09
0.5605499877929687 7.087587766078149e-10
0.5615499877929687 4.046388769690647e-09
0.5625499877929687 4.662585439997458e-09
0.5635499877929687 3.6819234207547067e-09
0.5645499877929687 3.7686039645806705e-09
0.5655499877929687 1.8753017958998494e-09
0.5665499877929687 2.727436885373019e-09
0.5675499877929687 3.090155733226391e-09
0.5685499877929687 3.4209488280677543e-09
0.5695499877929687 3.0384736839819743e-09
0.5705499877929687 1.2850997826140135e-09
0.5715499877929687 2.603151348100494e-09
0.5725499877929687 3.550569140867881e-09
0.5735499877929687 6.678545554685635e-09
0.5745499877929687 4.117459335053307e-09
0.5755499877929687 2.6915768897392093e-09
0.5765499877929687 3.917781485353407e-09
0.5775499877929687 1.3325873746724431e-09
0.5785499877929687 2.8784537371980996e-09
0.5795499877929687 3.425535326990855e-09
0.5805499877929687 8.527615672450459e-09
0.5815499877929687 3.5915515820765423e-09
0.5825499877929687 1.0538279346499784e-08
0.5835499877929687 8.89278582188654e-09
0.5845499877929687 7.586126752194827e-09
0.5855499877929687 5.600342650268296e-09
0.5865499877929687 1.4672168618406338e-08
0.5875499877929687 1.1820691693948049e-08
0.5885499877929687 9.672317812780138e-09
0.5895499877929687 2.6995049324000268e-09
0.5905499877929687 2.9448880474528768e-09
0.5915499877929687 1.463833062160776e-08
0.5925499877929687 1.0825099483802625e-08
0.5935499877929687 8.366305035822327e-09
0.5945499877929687 1.0881409482870082e-08
0.5955499877929687 2.1068501886475246e-08
0.5965499877929688 1.2182746771300379e-08
0.5975499877929688 2.978463676493807e-09
0.5985499877929688 8.591595987524507e-09
0.5995499877929688 1.1895458347299943e-08
0.6005499877929688 2.2934556330832783e-08
0.6015499877929688 1.495456157731603e-08
0.6025499877929688 1.931986039244044e-08
0.6035499877929688 1.7774251316072546e-08
0.6045499877929688 1.2344222584045075e-08
0.6055499877929688 1.372508320260001e-08
0.6065499877929688 4.221302388153439e-09
0.6075499877929688 1.8614442594875397e-08
0.6085499877929688 2.2158995256759233e-08
0.6095499877929688 2.9582230893412223e-08
0.6105499877929688 1.8422371541985907e-08
0.6115499877929688 3.237626423900371e-08
0.6125499877929688 1.8864554142853093e-08
0.6135499877929688 3.50975096950743e-08
0.6145499877929688 2.2041091152779403e-08
0.6155499877929688 1.583247247200909e-08
0.6165499877929688 1.4410022272914358e-08
0.6175499877929688 1.7071452243540716e-08
0.6185499877929688 1.3540221169954602e-08
0.6195499877929688 3.708030282889765e-08
0.6205499877929688 2.4547265007837202e-08
0.6215499877929688 3.402861562108473e-08
0.6225499877929688 1.9061569822411877e-08
0.6235499877929688 1.7497430989881122e-08
0.6245499877929688 3.3744799116044884e-08
0.6255499877929688 3.922302108612745e-08
0.6265499877929688 2.256858880751429e-08
0.6275499877929688 1.564836868776909e-08
0.6285499877929688 3.055150878152548e-08
0.6295499877929688 5.888770124940981e-08
0.6305499877929688 5.475723839100331e-08
0.6315499877929688 4.0447877776985966e-08
0.6325499877929688 6.765707137550675e-08
0.6335499877929688 6.454004051479474e-08
0.6345499877929688 3.312697267050475e-08
0.6355499877929688 6.476792247190984e-08
0.6365499877929688 5.839055803275915e-08
0.6375499877929688 8.342577309546544e-08
0.6385499877929688 2.8934896542582523e-08
0.6395499877929688 4.857464783729492e-08
0.6405499877929688 7.654982376412107e-08
0.6415499877929688 4.8262228655445846e-08
0.6425499877929688 5.511146795019428e-08
0.6435499877929688 4.4013817632618466e-08
0.6445499877929688 4.13326730600025e-08
0.6455499877929688 6.344978206288148e-08
0.6465499877929688 6.615904328837456e-08
0.6475499877929688 7.291714741159617e-08
0.6485499877929688 6.866720799979269e-08
0.6495499877929688 9.427025962499591e-08
0.6505499877929688 6.52134828035791e-08
0.6515499877929688 8.195186146832051e-08
0.6525499877929688 7.689096783448252e-08
0.6535499877929688 6.217773088434336e-08
0.6545499877929688 9.163658746207384e-08
0.6555499877929688 8.65022231210296e-08
0.6565499877929688 1.0444648696138492e-07
0.6575499877929688 9.383987857713966e-08
0.6585499877929688 8.891251590873653e-08
0.6595499877929687 8.568170636150369e-08
0.6605499877929687 9.624341744492221e-08
0.6615499877929687 8.945807800100672e-08
0.6625499877929687 1.051724828237259e-07
0.6635499877929687 1.1682210316448039e-07
0.6645499877929687 1.2229905329809377e-07
0.6655499877929687 1.3237269532572524e-07
0.6665499877929687 1.1935964244118042e-07
0.6675499877929687 1.3954610405866418e-07
0.6685499877929687 1.3003623837700675e-07
0.6695499877929687 1.295378354324054e-07
0.6705499877929687 1.619176902323435e-07
0.6715499877929687 1.633018979574539e-07
0.6725499877929687 1.3016816896056168e-07
0.6735499877929687 1.765160686523202e-07
0.6745499877929687 1.8136141286528494e-07
0.6755499877929687 1.6259579614093123e-07
0.6765499877929687 1.505761028560242e-07
0.6775499877929687 1.3359704487447004e-07
0.6785499877929687 1.8413156889999127e-07
0.6795499877929687 1.6642677176674246e-07
0.6805499877929687 1.437122450062753e-07
0.6815499877929687 1.6917134465899997e-07
0.6825499877929687 1.8324385798140166e-07
0.6835499877929687 1.9819680185135414e-07
0.6845499877929687 1.9029860405212405e-07
0.6855499877929687 2.0745889446562202e-07
0.6865499877929687 2.0523258993911812e-07
0.6875499877929687 2.2369677778751743e-07
0.6885499877929687 2.1406182671543588e-07
0.6895499877929687 2.0949262533418202e-07
0.6905499877929687 2.1848530621956432e-07
0.6915499877929687 2.1830454079152322e-07
0.6925499877929687 2.243521266424116e-07
0.6935499877929687 2.2112444776791014e-07
0.6945499877929687 2.5045455244495283e-07
0.6955499877929687 2.4047760672211363e-07
0.6965499877929687 2.4306418901071895e-07
0.6975499877929687 2.6687244312031073e-07
0.6985499877929687 2.6481135358218606e-07
0.6995499877929687 2.463149666805052e-07
0.7005499877929687 2.4440630270491446e-07
0.7015499877929687 2.386086339419453e-07
0.7025499877929687 2.682732173868876e-07
0.7035499877929687 2.5190362959227975e-07
0.7045499877929687 2.648702544774438e-07
0.7055499877929687 2.3215935812922664e-07
0.7065499877929687 2.7888808635350303e-07
0.7075499877929687 2.658765387203036e-07
0.7085499877929687 2.8836241744645953e-07
0.7095499877929687 3.128075215840912e-07
0.7105499877929687 3.1585512675032103e-07
0.7115499877929687 3.035939377601974e-07
0.7125499877929687 2.973810581668602e-07
0.7135499877929687 3.262932535361517e-07
0.7145499877929687 3.497033144256465e-07
0.7155499877929687 3.3726809535642715e-07
0.7165499877929687 3.416703435962891e-07
0.7175499877929687 3.983930686475811e-07
0.7185499877929687 3.532529503351111e-07
0.7195499877929687 3.800658722822455e-07
0.7205499877929687 3.581790977215139e-07
0.7215499877929688 3.671036572499184e-07
0.7225499877929688 3.971542717871187e-07
0.7235499877929688 3.710336873096736e-07
0.7245499877929688 3.782147401570193e-07
0.7255499877929688 4.1928587681123115e-07
0.7265499877929688 3.6205769265963955e-07
0.7275499877929688 3.663541468843004e-07
0.7285499877929688 3.5852305969143473e-07
0.7295499877929688 3.370337004447778e-07
0.7305499877929688 3.0816646022224467e-07
0.7315499877929688 3.1182937140450593e-07
0.7325499877929688 3.7341477582159175e-07
0.7335499877929688 3.136331628321241e-07
0.7345499877929688 2.7774790764749744e-07
0.7355499877929688 3.0504166930805795e-07
0.7365499877929688 2.982874192943974e-07
0.7375499877929688 3.155521264056723e-07
0.7385499877929688 3.0041507486361146e-07
0.7395499877929688 3.666571308277724e-07
0.7405499877929688 3.6083992524074814e-07
