microns throughput
2.0004663860000003 1.3747464796303923e-10
2.002074478 1.131594092509758e-10
2.00368257 9.771945121804406e-11
2.005290662 9.713721613841629e-11
2.006898754 8.533006222902114e-11
2.008506846 5.683076383531225e-11
2.010114938 4.7855564807915397e-11
2.01172303 5.911188318487086e-11
2.013331122 5.358318026610249e-11
2.014939214 3.2317277189909085e-11
2.016547306 2.7945981897502753e-11
2.018155398 3.597026699607514e-11
2.01976349 3.306701217885396e-11
2.021371582 2.3353336431892688e-11
2.022979674 1.925688446392476e-11
2.0245877660000002 1.7527757829825775e-11
2.026195858 1.7965362342916672e-11
2.027803949 1.9852106579720448e-11
2.029412041 7.44646445495557e-12
2.031020133 2.294596007285657e-12
2.032628225 3.339207965344012e-12
2.034236317 1.155699213145208e-11
2.035844409 2.2988560005721475e-12
2.037452501 6.073132240224569e-13
2.039060593 9.060574659750503e-13
2.040668685 5.553492172028746e-12
2.042276777 5.9137536036081335e-12
2.0438848689999998 2.690080248590832e-12
2.045492961 2.856652060875712e-12
2.047101053 5.003874480836713e-12
2.0487091449999997 7.90082633579698e-12
2.0503172370000002 9.326569052380019e-12
2.0519253290000004 2.083434682847783e-12
2.053533421 6.07760133491362e-13
2.055141513 9.969568467465191e-13
2.056749605 6.15865233428458e-12
2.058357697 1.2551177658204423e-12
2.059965788 1.6163090334269613e-14
2.06157388 3.713806171808351e-14
2.0631819719999998 3.26477588129783e-12
2.064790064 6.4500933250832164e-12
2.066398156 1.4779812494274315e-12
2.068006248 1.3971149105843851e-12
2.06961434 5.3476952636716585e-12
2.071222432 1.848120191171248e-11
2.072830524 1.659556867646802e-11
2.074438616 7.681472526261821e-12
2.076046708 3.3398282443782694e-12
2.0776548 3.2066658103833108e-12
2.079262892 1.0135687920396517e-11
2.080870984 2.085128667211533e-11
2.0824790760000003 2.9767866604626534e-13
2.084087168 2.1830817020413674e-14
2.08569526 1.8807513799699544e-12
2.0873033519999997 8.52480886308762e-11
2.088911444 1.2271621301849444e-12
2.090519536 1.9359932664908578e-14
2.092127627 1.0520825747409888e-12
2.0937357189999997 7.621599806093431e-11
2.0953438110000002 5.89248687336833e-11
2.0969519030000003 3.8786136207685505e-11
2.098559995 3.552175292218598e-11
2.100168087 4.453061651977525e-11
2.101776179 7.532958162245197e-11
2.103384271 1.998429834576954e-10
2.104992363 8.487416318007083e-11
2.1066004549999997 9.13879174143036e-12
2.1082085470000003 7.515025751193995e-12
2.109816639 8.799836868167951e-11
2.111424731 3.414314746748817e-10
2.113032823 4.98112685188817e-12
2.114640915 2.5322408823845423e-13
2.116249007 1.5774140860223948e-11
2.1178570989999996 1.0574296369759145e-09
2.1194651909999997 2.090652258329486e-10
2.1210732830000003 9.3378898020548e-11
2.122681375 1.211706787098664e-10
2.124289466 2.3742092969096874e-10
2.125897558 4.420243870876073e-10
2.1275056500000002 6.05545843359053e-10
2.129113742 9.967368437876104e-11
2.130721834 1.7438760662621654e-12
2.1323299259999997 5.155501863565214e-13
2.133938018 3.2866321378247827e-11
2.1355461100000004 6.535808895349874e-10
2.137154202 9.296318432152081e-12
2.138762294 1.4794085442877333e-13
2.140370386 5.991108549001533e-12
2.141978478 3.805975922357137e-10
2.14358657 1.2693414657954259e-10
2.1451946619999998 3.346268410490673e-11
2.146802754 3.510469721554842e-11
2.1484108460000004 1.1146433685208108e-10
2.150018938 4.5930809189516406e-10
2.15162703 4.2476364969612116e-10
2.153235122 3.4182132974374575e-10
2.154843214 1.1539864276349297e-10
2.156451305 5.234382529717622e-11
2.158059397 1.1840794368847123e-10
2.159667489 4.910417187604685e-10
2.161275581 7.230503172167625e-11
2.1628836729999996 1.198678843593515e-12
2.164491765 6.641257952362722e-13
2.1660998570000003 4.132084617802561e-11
2.167707949 8.005808756374831e-10
2.169316041 6.936736265303035e-11
2.170924133 1.646604130235776e-11
2.172532225 4.998194071949358e-11
2.174140317 3.4783629980421004e-10
2.1757484089999997 8.211051330643e-10
2.177356501 6.299266143626488e-10
2.1789645930000003 4.391233609379645e-10
2.180572685 3.3649492477095313e-10
2.182180777 2.9608223211085603e-10
2.183788869 5.018476396654504e-10
2.185396961 1.192982330669104e-09
2.187005053 2.2031629250341925e-10
2.1886131449999997 5.504716624038393e-11
2.1902212359999997 6.196093894560543e-11
2.191829328 3.109734435240898e-10
2.1934374200000004 1.565663211455813e-09
2.195045512 2.95113593025801e-10
2.196653604 1.2869688698377397e-10
2.198261696 2.5538417511837377e-10
2.199869788 9.341665450227112e-10
2.20147788 1.6224599050074513e-09
2.203085972 1.074779539927628e-09
2.204694064 8.763244774018967e-10
2.206302156 1.033501520454988e-09
2.207910248 1.2269149561316965e-09
2.2095183400000002 1.7326846054641143e-09
2.211126432 2.8859200013986833e-09
2.212734524 1.3338556490021715e-09
2.2143426159999997 4.132050783890255e-10
2.215950708 2.8183172254704736e-10
2.2175588 1.0687919092786487e-09
2.219166892 1.0068399154478151e-08
2.220774984 6.217215011222333e-10
2.222383075 1.40482281172159e-11
2.2239911670000003 1.2634121135835345e-11
2.225599259 7.378919713559498e-10
2.227207351 2.3159278386535543e-08
2.228815443 5.4563653597118035e-09
2.230423535 1.9243966225580407e-09
2.232031627 2.7201167586843655e-09
2.2336397189999997 7.0589790281545576e-09
2.2352478110000003 1.780104312115313e-08
2.236855903 2.2015076063019503e-08
2.238463995 2.834538681437727e-08
2.240072087 7.587847461120563e-09
2.241680179 2.843509956487062e-09
2.243288271 3.6821407264932464e-09
2.2448963629999996 1.5436270823991884e-08
2.2465044549999997 6.474608168551407e-08
2.2481125470000003 1.3520234811165016e-09
2.249720639 3.113066038688368e-11
2.251328731 1.3904757658177099e-10
2.252936823 8.003955679715645e-09
2.2545449140000002 6.782620950549672e-08
2.256153006 1.512208111698786e-09
2.257761098 3.8145510103672735e-11
2.2593691899999997 3.511236345999035e-10
2.260977282 1.574611263871705e-08
2.262585374 1.775498921485102e-07
2.264193466 1.6632714065220265e-07
2.265801558 1.5884085141961234e-07
2.2674096500000003 9.890433992001137e-08
2.269017742 7.688820685664956e-08
2.270625834 8.818451963850396e-08
2.2722339259999997 1.7033769497967495e-07
2.273842018 5.555281238644564e-07
2.2754501100000004 5.763667210632974e-08
2.277058202 9.706996968199817e-09
2.278666294 9.337781216041299e-09
2.280274386 6.380438553476875e-08
2.281882478 8.667266272577776e-07
2.28349057 1.4454261403896654e-07
2.285098662 5.1590958005495856e-08
2.286706753 4.8741223253793644e-08
2.288314845 1.332944412379611e-07
2.2899229369999996 7.887794715143778e-07
2.291531029 5.619178755971311e-07
2.2931391210000003 4.4680847414549e-07
2.294747213 4.061368882123368e-07
2.296355305 4.2898883975770803e-07
2.297963397 4.637898846974898e-07
2.299571489 7.259924166703998e-07
2.301179581 1.263162358008569e-06
2.3027876729999996 7.734782784632413e-07
2.304395765 2.1641243145425222e-07
2.3060038570000003 1.2925591383707248e-07
2.307611949 2.511077285074536e-07
2.309220041 8.584722654526466e-07
