microns throughput
2.0004663860000003 2.2116480851564188e-10
2.002074478 1.9946156358873857e-10
2.00368257 1.8096380828735212e-10
2.005290662 1.6533088723382844e-10
2.006898754 1.5178305272862845e-10
2.008506846 1.4089147706308003e-10
2.010114938 1.3154579818609461e-10
2.01172303 1.2312971852586686e-10
2.013331122 1.1662802129363583e-10
2.014939214 1.1134504555997102e-10
2.016547306 1.051217140044621e-10
2.018155398 1.0055381385874244e-10
2.01976349 9.524144756845546e-11
2.021371582 9.140448640161341e-11
2.022979674 8.77783094120537e-11
2.0245877660000002 8.32673817061594e-11
2.026195858 8.029787739391161e-11
2.027803949 7.771457239667036e-11
2.029412041 7.540514052563273e-11
2.031020133 7.343827793215742e-11
2.032628225 7.1885192227368e-11
2.034236317 6.976081917838663e-11
2.035844409 6.885142247877481e-11
2.037452501 6.824847866122144e-11
2.039060593 6.804524422193126e-11
2.040668685 6.87312179853208e-11
2.042276777 6.888101399762545e-11
2.0438848689999998 6.924788934719778e-11
2.045492961 6.984481643282756e-11
2.047101053 7.068515988478129e-11
2.0487091449999997 7.236726792944804e-11
2.0503172370000002 7.414995068839414e-11
2.0519253290000004 7.598886057499656e-11
2.053533421 7.904458320887495e-11
2.055141513 8.177315407350099e-11
2.056749605 8.557963326180143e-11
2.058357697 8.947027029456742e-11
2.059965788 9.445508028983784e-11
2.06157388 9.983616988407233e-11
2.0631819719999998 1.0568444981371351e-10
2.064790064 1.1246397620585217e-10
2.066398156 1.2029218049920551e-10
2.068006248 1.2908603942957868e-10
2.06961434 1.387744292242316e-10
2.071222432 1.4984301155165366e-10
2.072830524 1.6394763508083387e-10
2.074438616 1.7875391340585514e-10
2.076046708 1.97072581606845e-10
2.0776548 2.169043180141917e-10
2.079262892 2.4127821082838505e-10
2.080870984 2.6935315558819453e-10
2.0824790760000003 3.0020696763055105e-10
2.084087168 3.380292347813394e-10
2.08569526 3.82291118300171e-10
2.0873033519999997 4.3404970719500905e-10
2.088911444 4.946644349896134e-10
2.090519536 5.669218919719307e-10
2.092127627 6.519144902946144e-10
2.0937357189999997 7.539553157581221e-10
2.0953438110000002 8.795885372877575e-10
2.0969519030000003 1.0218281134581481e-09
2.098559995 1.1913960941541163e-09
2.100168087 1.3960895791723256e-09
2.101776179 1.6265258026973244e-09
2.103384271 1.900470185653806e-09
2.104992363 2.2110397668209355e-09
2.1066004549999997 2.54111690841448e-09
2.1082085470000003 2.9031794134992353e-09
2.109816639 3.27001033022136e-09
2.111424731 3.6260072357894154e-09
2.113032823 3.941434711012234e-09
2.114640915 4.1826798600224675e-09
2.116249007 4.3726047688368905e-09
2.1178570989999996 4.459383558598408e-09
2.1194651909999997 4.4825139444232104e-09
2.1210732830000003 4.449437696396146e-09
2.122681375 4.366982923496329e-09
2.124289466 4.2375271491591216e-09
2.125897558 4.105782346231988e-09
2.1275056500000002 3.966825371510787e-09
2.129113742 3.818033114580035e-09
2.130721834 3.678905785670928e-09
2.1323299259999997 3.5400896712997802e-09
2.133938018 3.407313233300986e-09
2.1355461100000004 3.2870015716141413e-09
2.137154202 3.191534063066294e-09
2.138762294 3.100293815632371e-09
2.140370386 3.0276079813241898e-09
2.141978478 2.9563705587180585e-09
2.14358657 2.9076906258415137e-09
2.1451946619999998 2.8643076262993284e-09
2.146802754 2.8239189240515865e-09
2.1484108460000004 2.7879126237964946e-09
2.150018938 2.757142767246118e-09
2.15162703 2.735372191778013e-09
2.153235122 2.7274226579617707e-09
2.154843214 2.7270914443228175e-09
2.156451305 2.740005854689882e-09
2.158059397 2.7526723352088506e-09
2.159667489 2.7806664620982698e-09
2.161275581 2.818560457352886e-09
2.1628836729999996 2.852532602924247e-09
2.164491765 2.9006810966767323e-09
2.1660998570000003 2.9532135711502616e-09
